symbol,isin,company_name
INA,INE0LGX01024,Insolation Energy Limited
INCREDIBLE,INE452L01012,INCREDIBLE INDUSTRIES LIMITED
INDBANK,INE841B01017,Indbank Merchant Banking Services Limited
INDGN,INE065X01017,Indegene Limited
INDHOTEL,INE053A01029,The Indian Hotels Company Limited
INDIACEM,INE383A01012,The India Cements Limited
INDIAGLYCO,INE560A01023,India Glycols Limited
INDIAMART,INE933S01016,Indiamart Intermesh Limited
INDIANB,INE562A01011,Indian Bank
INDIANCARD,INE061A01014,Indian Card Clothing Company Limited
INDIANHUME,INE323C01030,Indian Hume Pipe Company Limited
INDIASHLTR,INE922K01024,India Shelter Finance Corporation Limited
INDIGO,INE646L01027,InterGlobe Aviation Limited
INDIGOPNTS,INE09VQ01012,Indigo Paints Limited
INDIQUBE,INE06ST01018,Indiqube Spaces Limited
INDNIPPON,INE092B01025,India Nippon Electricals Limited
INDOAMIN,INE760F01028,Indo Amines Limited
INDOBORAX,INE803D01021,Indo Borax & Chemicals Limited
INDOCO,INE873D01024,Indoco Remedies Limited
INDOFARM,INE622H01018,Indo Farm Equipment Limited
INDOKEM,INE716F01012,Indokem Limited
INDOMIM,INE084101034,INDO-MIM Limited
INDORAMA,INE156A01020,Indo Rama Synthetics (India) Limited
INDOSTAR,INE896L01010,IndoStar Capital Finance Limited
INDOTECH,INE332H01014,Indo Tech Transformers Limited
INDOTHAI,INE337M01021,Indo Thai Securities Limited
INDOUS,INE250Z01010,Indo Us Biotech Limited
INDOWIND,INE227G01018,Indowind Energy Limited
INDPRUD,INE620D01011,Industrial & Prudential Investment Company Limited
INDRAMEDCO,INE681B01017,Indraprastha Medical Corporation Limited
INDSWFTLAB,INE915B01019,Ind-Swift Laboratories Limited
INDTERRAIN,INE611L01021,Indian Terrain Fashions Limited
INDUSINDBK,INE095A01012,IndusInd Bank Limited
INDUSTOWER,INE121J01017,Indus Towers Limited
INFOBEAN,INE344S01016,InfoBeans Technologies Limited
INFOMEDIA,INE669A01022,Infomedia Press Limited
INFY,INE009A01021,Infosys Limited
INGERRAND,INE177A01018,Ingersoll Rand (India) Limited
INNOVACAP,INE0DUT01020,Innova Captab Limited
INNOVANA,INE403Y01018,Innovana Thinklabs Limited
INNOVISION,INE0ADB01012,Innovision Limited
INOXGREEN,INE510W01014,Inox Green Energy Services Limited
INOXINDIA,INE616N01034,INOX India Limited
INOXWIND,INE066P01011,Inox Wind Limited
INSECTICID,INE070I01018,Insecticides (India) Limited
INSPIRISYS,INE020G01017,Inspirisys Solutions Limited
INTELLECT,INE306R01017,Intellect Design Arena Limited
INTENTECH,INE781A01025,Intense Technologies Limited
INTERARCH,INE00M901018,Interarch Building Solutions Limited
INTLCONV,INE575C01027,International Conveyors Limited
INVENTURE,INE878H01024,Inventure Growth & Securities Limited
INVPRECQ,INE155E01016,Investment & Precision Castings Limited
IOB,INE565A01014,Indian Overseas Bank
IOC,INE242A01010,Indian Oil Corporation Limited
IOLCP,INE485C01029,IOL Chemicals and Pharmaceuticals Limited
IONEXCHANG,INE570A01022,ION Exchange (India) Limited
IPCALAB,INE571A01038,IPCA Laboratories Limited
IPL,INE0D6701023,India Pesticides Limited
IPRINGLTD,INE558A01019,IP Rings Limited
IRB,INE821I01022,IRB Infrastructure Developers Limited
IRCON,INE962Y01021,Ircon International Limited
IRCTC,INE335Y01020,Indian Railway Catering And Tourism Corporation Limited
IREDA,INE202E01016,Indian Renewable Energy Development Agency Limited
IRFC,INE053F01010,Indian Railway Finance Corporation Limited
IRIS,INE864K01010,IRIS RegTech Solutions Limited
IRISDOREME,INE01GN01025,Iris Clothings Limited
IRMENERGY,INE07U701015,IRM Energy Limited
ISFT,INE566K01011,Intrasoft Technologies Limited
ISGEC,INE858B01029,Isgec Heavy Engineering Limited
ISHANCH,INE561M01018,Ishan Dyes and Chemicals Limited
ISTLTD,INE684B01029,I S T Limited
ITC,INE154A01025,ITC Limited
ITCHOTELS,INE379A01028,ITC Hotels Limited
ITDC,INE353K01014,India Tourism Development Corporation Limited
ITI,INE248A01017,ITI Limited
ITL,INE478D01014,ITL Industries Limited
IVALUE,INE056801025,Ivalue Infosolutions Limited
IVC,INE050B01023,IL&FS Investment Managers Limited
IVP,INE043C01018,IVP Limited
IWP,INE586E01020,The Indian Wood Products Company Limited
IXIGO,INE0HV901016,Le Travenues Technology Limited
IZMO,INE848A01014,IZMO Limited
J&KBANK,INE168A01041,The Jammu & Kashmir Bank Limited
JAGRAN,INE199G01027,Jagran Prakashan Limited
JAGSNPHARM,INE048B01035,Jagsonpal Pharmaceuticals Limited
JAIBALAJI,INE091G01026,Jai Balaji Industries Limited
JAICORPLTD,INE070D01027,Jai Corp Limited
JAINREC,INE0YD401026,Jain Resource Recycling Limited
JAIPURKURT,INE696V01013,Nandani Creation Limited
JAMNAAUTO,INE039C01032,Jamna Auto Industries Limited
JARO,INE00YJ01010,Jaro Institute of Technology Management and Research Limited
JASH,INE039O01029,Jash Engineering Limited
JAYAGROGN,INE785A01026,Jayant Agro Organics Limited
JAYBARMARU,INE571B01036,Jay Bharat Maruti Limited
JAYKAY,INE903A01025,Jaykay Enterprises Limited
JAYKAY-RE1,INE903A20025,Jaykay Enterprises Limited-RE
JAYNECOIND,INE854B01010,Jayaswal Neco Industries Limited
JAYSREETEA,INE364A01020,Jayshree Tea & Industries Limited
JBMA,INE927D01051,JBM Auto Limited
JENBURPH,INE354A01013,Jenburkt Pharmaceuticals Limited
JETFREIGHT,INE982V01025,Jet Freight Logistics Limited
JGCHEM,INE0MB501011,J.G.Chemicals Limited
JHS,INE544H01014,JHS Svendgaard Laboratories Limited
JINDALPHOT,INE796G01012,Jindal Photo Limited
JINDALPOLY,INE197D01010,Jindal Poly Films Limited
JINDALSAW,INE324A01032,Jindal Saw Limited
JINDALSTEL,INE749A01030,JINDAL STEEL LIMITED
JINDRILL,INE742C01031,Jindal Drilling And Industries Limited
JINDWORLD,INE247D01039,Jindal Worldwide Limited
JIOFIN,INE758E01017,Jio Financial Services Limited
JISLDVREQS,IN9175A01010,Jain Irrigation Systems Limited
JISLJALEQS,INE175A01038,Jain Irrigation Systems Limited
JITFINFRA,INE863T01013,JITF Infralogistics Limited
JKCEMENT,INE823G01014,JK Cement Limited
JKIL,INE576I01022,J.Kumar Infraprojects Limited
JKIPL,INE1FF001016,Jinkushal Industries Limited
JKLAKSHMI,INE786A01032,JK Lakshmi Cement Limited
JKPAPER,INE789E01012,JK Paper Limited
JKTYRE,INE573A01042,JK Tyre & Industries Limited
JLHL,INE682M01020,Jupiter Life Line Hospitals Limited
JMA,INE412C01023,Jullundur Motor Agency (Delhi) Limited
JMFINANCIL,INE780C01023,JM Financial Limited
JNKINDIA,INE0OAF01028,JNK India Limited
JNPR,INE05C901015,Juniper Green Energy Limited
JOCIL,INE839G01010,Jocil Limited
JPOLYINVST,INE147P01019,Jindal Poly Investment and Finance Company Limited
JPPOWER,INE351F01018,Jaiprakash Power Ventures Limited
JSFB,INE953L01027,Jana Small Finance Bank Limited
JSL,INE220G01021,Jindal Stainless Limited
JSLL,INE0J5801029,Jeena Sikho Lifecare Limited
JSWCEMENT,INE718I01012,JSW Cement Limited
JSWDULUX,INE133A01011,JSW Dulux Limited
JSWENERGY,INE121E01018,JSW Energy Limited
JSWHL,INE824G01012,JSW Holdings Limited
JSWINFRA,INE880J01026,JSW Infrastructure Limited
JSWSTEEL,INE019A01038,JSW Steel Limited
JTEKTINDIA,INE643A01035,Jtekt India Limited
JTLIND,INE391J01032,JTL INDUSTRIES LIMITED
JUBLCPL,INE03CC01015,Jubilant Agri and Consumer Products Limited
JUBLFOOD,INE797F01020,Jubilant Foodworks Limited
JUBLINGREA,INE0BY001018,Jubilant Ingrevia Limited
JUBLPHARMA,INE700A01033,Jubilant Pharmova Limited
JUNIPER,INE696F01016,Juniper Hotels Limited
JUSTDIAL,INE599M01018,Just Dial Limited
JWL,INE209L01016,Jupiter Wagons Limited
JYOTHYLAB,INE668F01031,Jyothy Labs Limited
JYOTICNC,INE980O01024,Jyoti CNC Automation Limited
JYOTIRES,INE577D01013,Jyoti Resins & Adhesives Limited
JYOTISTRUC,INE197A01024,Jyoti Structures Limited
KABRAEXTRU,INE900B01029,Kabra Extrusion Technik Limited
KAJARIACER,INE217B01036,Kajaria Ceramics Limited
KAKATCEM,INE437B01014,Kakatiya Cement Sugar & Industries Limited
KALAMANDIR,INE438K01021,Sai Silks (Kalamandir) Limited
KALPATARU,INE227J01012,Kalpataru Limited
KALYANI,INE610E01010,Kalyani Commercials Limited
KALYANIFRG,INE314G01014,Kalyani Forge Limited
KALYANKJIL,INE303R01014,Kalyan Jewellers India Limited
KAMAHOLD,INE411F01010,Kama Holdings Limited
KAMANWALA,INE344D01018,Kamanwala Housing Construction Limited
KAMATHOTEL,INE967C01018,Kamat Hotels (I) Limited
KAMDHENU,INE390H01020,Kamdhenu Limited
KAMOPAINTS,INE0BTI01037,Kamdhenu Ventures Limited
KANANIIND,INE879E01037,Kanani Industries Limited
KANCHI,INE081G01019,Kanchi Karpooram Limited
KANCOTEA,INE398L01017,Kanco Tea & Industries Limited
KANORICHEM,INE138C01024,Kanoria Chemicals & Industries Limited
KANPRPLA,INE694E01014,Kanpur Plastipack Limited
KANSAINER,INE531A01024,Kansai Nerolac Paints Limited
KAPSTON,INE542Z01028,Kapston Services Limited
KARMAENG,INE725L01011,Karma Energy Limited
KARURVYSYA,INE036D01028,Karur Vysya Bank Limited
KAUSHALYA,INE234I01028,Kaushalya Infrastructure Development Corporation Limited
KAVDEFENCE,INE641C01019,Kavveri Defence & Wireless Technologies Limited
KAYA,INE587G01015,Kaya Limited
KAYNES,INE918Z01012,Kaynes Technology India Limited
KCP,INE805C01028,KCP Limited
KCPSUGIND,INE790B01024,KCP Sugar and Industries Corporation Limited
KDDL,INE291D01011,KDDL Limited
KDGREEN,INE348N01042,KD Green Industries Limited
KEC,INE389H01022,KEC International Limited
KECL,INE134B01017,Kirloskar Electric Company Limited
KEEPLEARN,INE055C01020,DSJ Keep Learning Limited
KEI,INE878B01027,KEI Industries Limited
KELLTONTEC,INE164B01030,Kellton Tech Solutions Limited
KENNAMET,INE717A01029,Kennametal India Limited
KERNEX,INE202H01019,Kernex Microsystems (India) Limited
KESORAMIND,INE087A01019,Kesoram Industries Limited
KEYFINSERV,INE681C01015,Keynote Financial Services Limited
KFINTECH,INE138Y01010,Kfin Technologies Limited
KHADIM,INE834I01025,Khadim India Limited
KHAICHEM,INE745B01028,Khaitan Chemicals & Fertilizers Limited
KHAITANLTD,INE731C01018,Khaitan (India) Limited
KHANDSE,INE060B01014,Khandwala Securities Limited
KICL,INE029L01018,Kalyani Investment Company Limited
KILITCH,INE729D01010,Kilitch Drugs (India) Limited
KIMS,INE967H01025,Krishna Institute of Medical Sciences Limited
KINGFA,INE473D01015,Kingfa Science & Technology (India) Limited
KIOCL,INE880L01014,KIOCL Limited
KIRANVYPAR,INE555P01013,Kiran Vyapar Limited
KIRIINDUS,INE415I01015,Kiri Industries Limited
KIRLFER,INE884B01025,Kirloskar Ferrous Industries Limited
KIRLOSBROS,INE732A01036,Kirloskar Brothers Limited
KIRLOSENG,INE146L01010,Kirloskar Oil Engines Limited
KIRLOSIND,INE250A01039,Kirloskar Industries Limited
KIRLPNU,INE811A01038,Kirloskar Pneumatic Company Limited
KISSHT,INE12F801023,OnEMI Technology Solutions Limited
KITEX,INE602G01020,Kitex Garments Limited
KJMCFIN,INE533C01018,KJMC Financial Services Limited
KKCL,INE401H01017,Kewal Kiran Clothing Limited
KLBRENG-B,INE338F01015,Kilburn Engineering Limited
KMCSHIL,INE879K01018,K M C Speciality Hospitals (India) Limited
KMEW,INE0CJD01029,Knowledge Marine & Engineering Works Limited
KMSUGAR,INE157H01023,K.M.Sugar Mills Limited
KNACK,INE17QZ01016,Knack Packaging Limited
KNAGRI,INE0KNW01016,KN Agri Resources Limited
KNRCON,INE634I01029,KNR Constructions Limited
KOHINOOR,INE080B01012,Kohinoor Foods Limited
KOKUYOCMLN,INE760A01029,Kokuyo Camlin Limited
KOLTEPATIL,INE094I01018,Kolte - Patil Developers Limited
KOPRAN,INE082A01010,Kopran Limited
KOTAKBANK,INE237A01036,Kotak Mahindra Bank Limited
KOTARISUG,INE419A01022,Kothari Sugars And Chemicals Limited
KOTHARIPET,INE720A01015,Kothari Petrochemicals Limited
KOTHARIPRO,INE823A01017,Kothari Products Limited
KOTIC,INE972A01020,Kothari Industrial Corporation Limited
KOTYARK,INE0J0B01017,Kotyark Industries Limited
KOVAI,INE177F01017,Kovai Medical Center & Hospital Limited
KPEL,INE127T01021,K.P. Energy Limited
KPIGREEN,INE542W01025,KPI Green Energy Limited
KPIL,INE220B01022,Kalpataru Projects International Limited
KPITTECH,INE04I401011,KPIT Technologies Limited
KPL,INE552U01010,Kwality Pharmaceuticals Limited
KPRMILL,INE930H01031,K.P.R. Mill Limited
KRBL,INE001B01026,KRBL Limited
KREBSBIO,INE268B01013,Krebs Biochemicals and Industries Limited
KRIDHANINF,INE524L01026,Kridhan Infra Limited
KRISHANA,INE506W01020,Krishana Phoschem Limited
KRISHIVAL,INE0GGO01015,Krishival Foods Limited
KRISHNADEF,INE0J5601015,Krishna Defence And Allied Industries Limited
KRITI,INE479D01038,Kriti Industries (India) Limited
KRITIKA,INE00Z501029,Kritika Wires Limited
KRITINUT,INE798K01010,Kriti Nutrients Limited
KRN,INE0Q3J01015,KRN Heat Exchanger and Refrigeration Limited
KRONOX,INE0ATZ01017,Kronox Lab Sciences Limited
KROSS,INE0O6601022,Kross Limited
KRSNAA,INE08LI01020,Krsnaa Diagnostics Limited
KRYSTAL,INE0QN801017,Krystal Integrated Services Limited
KSB,INE999A01023,Ksb Limited
KSCL,INE455I01029,Kaveri Seed Company Limited
KSE,INE953E01022,KSE Limited
KSHINTL,INE987S01020,KSH International Limited
KSHITIJPOL,INE013801027,Kshitij Polyline Limited
KSL,INE907A01026,Kalyani Steels Limited
KSOLVES,INE0D6I01023,Ksolves India Limited
KSR,INE1SPP01016,KSR Footwear Limited
KTKBANK,INE614B01018,The Karnataka Bank Limited
KUANTUM,INE529I01021,Kuantum Papers Limited
KUSUMGAR,INE0ISX01025,Kusumgar Limited
KWIL,INE2KCE01013,Kwality Wall's (India) Limited
LADDERUP,INE519D01015,Ladderup Finance Limited
LAGNAM,INE548Z01017,Lagnam Spintex Limited
LAHOTIOV,INE515C01023,Lahoti Overseas Limited
LAKPRE,INE651C01018,Lakshmi Precision Screws Limited
LAKSHMIMIL,INE938C01019,Lakshmi Mills Company Limited
LAL,INE740X01023,Lorenzini Apparels Limited
LALITHAA,INE0K9O01026,Lalithaa Jewellery Mart Limited
LALPATHLAB,INE600L01024,Dr. Lal Path Labs Ltd.
LAMBODHARA,INE112F01022,Lambodhara Textiles Limited
LANCER,INE359U01028,Lancer Container Lines Limited
LANCORHOL,INE572G01025,Lancor Holdings Limited
LANDMARK,INE559R01029,Landmark Cars Limited
LANDSMILL,INE688J01023,Landsmill Green Limited
LAOPALA,INE059D01020,La Opala RG Limited
LASERPOWER,INE17IR01028,Laser Power & Infra Limited
LATENTVIEW,INE0I7C01011,Latent View Analytics Limited
LATTEYS,INE262Z01023,Latteys Industries Limited
LAURUSLABS,INE947Q01028,Laurus Labs Limited
LAXMICOT,INE801V01019,Laxmi Cotspin Limited
LAXMIDENTL,INE0WO601020,Laxmi Dental Limited
LAXMIINDIA,INE06WU01026,Laxmi India Finance Limited
LCCINFOTEC,INE938A01021,LCC Infotech Limited
LCL,INE0QJW01029,Lohia Corp Limited
LEAPIND,INE00GO01025,LEAP India Limited
LEENEE,INE791B01014,Lee & Nee Softwares Exports Limited
LEMERITE,INE0G1L01025,Le Merite Exports Limited
LEMONTREE,INE970X01018,Lemon Tree Hotels Limited
LENSKART,INE956O01016,Lenskart Solutions Limited
LEXUS,INE500X01013,Lexus Granito (India) Limited
LFIC,INE850E01012,Lakshmi Finance & Industrial Corporation Limited
LGBBROSLTD,INE337A01034,LG Balakrishnan & Bros Limited
LGEINDIA,INE324D01010,LG Electronics India Limited
LGHL,INE258Y01016,Laxmi Goldorna House Limited
LIBAS,INE908V01012,Libas Consumer Products Limited
LIBERTSHOE,INE557B01019,Liberty Shoes Limited
LICHSGFIN,INE115A01026,LIC Housing Finance Limited
LICI,INE0J1Y01017,Life Insurance Corporation Of India
LIKHITHA,INE060901027,Likhitha Infrastructure Limited
LINC,INE802B01027,Linc Limited
LINCOLN,INE405C01035,Lincoln Pharmaceuticals Limited
LINDEINDIA,INE473A01011,Linde India Limited
LKPSEC,INE341H01023,LKP Securities Limited
LLOYDSENGG,INE093R01011,LLOYDS ENGINEERING WORKS LIMITED
LLOYDSENT,INE080I01025,Lloyds Enterprises Limited
LLOYDSME,INE281B01032,Lloyds Metals And Energy Limited
LMW,INE269B01029,LMW Limited
LODHA,INE670K01029,Lodha Developers Limited
LOKESHMACH,INE397H01017,Lokesh Machines Limited
LORDSCHLO,INE846D01012,Lords Chloro Alkali Limited
LOTUSCHO,INE026D01011,Lotus Chocolate Company Limited
LOTUSDEV,INE0V9Q01010,Sri Lotus Developers and Realty Limited
LOTUSEYE,INE947I01017,Lotus Eye Hospital and Institute Limited
LOVABLE,INE597L01014,Lovable Lingerie Limited
LOYALTEX,INE970D01010,Loyal Textile Mills Limited
LPDC,INE197J01017,Landmark Property Development Company Limited
LT,INE018A01030,Larsen & Toubro Limited
LTF,INE498L01015,L&T Finance Limited
LTFOODS,INE818H01020,LT Foods Limited
LTM,INE214T01019,LTM Limited
LTTS,INE010V01017,L&T Technology Services Limited
LUMAXIND,INE162B01018,Lumax Industries Limited
LUMAXTECH,INE872H01027,Lumax Auto Technologies Limited
LUMINO,INE185Q01025,Lumino Industries Limited
LUPIN,INE326A01037,Lupin Limited
LUXIND,INE150G01020,Lux Industries Limited
LXCHEM,INE576O01020,Laxmi Organic Industries Limited
LYKALABS,INE933A01014,Lyka Labs Limited
M&M,INE101A01026,Mahindra & Mahindra Limited
M&MFIN,INE774D01024,Mahindra & Mahindra Financial Services Limited
MAANALU,INE215I01027,Maan Aluminium Limited
MACPOWER,INE155Z01011,Macpower CNC Machines Limited
MADHAV,INE925C01016,Madhav Marbles and Granites Limited
MADHAVIPL,INE631R01026,Madhav Infra Projects Limited
MADHUCON,INE378D01032,Madhucon Projects Limited
MADRASFERT,INE414A01015,Madras Fertilizers Limited
MAFATIND,INE270B01035,Mafatlal Industries Limited
MAGADSUGAR,INE347W01011,Magadh Sugar & Energy Limited
MAGNUM,INE387I01016,Magnum Ventures Limited
MAHABANK,INE457A01014,Bank of Maharashtra
MAHAPEXLTD,INE843B01013,Maha Rashtra Apex Corporation Limited
MAHASTEEL,INE451L01014,Mahamaya Steel Industries Limited
MAHEPC,INE215D01010,Mahindra EPC Irrigation Limited
MAHESHWARI,INE263W01010,Maheshwari Logistics Limited
MAHLIFE,INE813A01018,Mahindra Lifespace Developers Limited
MAHLOG,INE766P01016,Mahindra Logistics Limited
MAHSCOOTER,INE288A01013,Maharashtra Scooters Limited
MAHSEAMLES,INE271B01025,Maharashtra Seamless Limited
MAITHANALL,INE683C01011,Maithan Alloys Limited
MAJESAUT,INE201B01022,Majestic Auto Limited
MAKERSL,INE987A01010,Makers Laboratories Limited
MALLCOM,INE389C01015,Mallcom (India) Limited
MALUPAPER,INE383H01017,Malu Paper Mills Limited
MAMATA,INE0TO701015,Mamata Machinery Limited
MANAKALUCO,INE859Q01017,Manaksia Aluminium Company Limited
MANAKCOAT,INE830Q01018,Manaksia Coated Metals & Industries Limited
MANAKSIA,INE015D01022,Manaksia Limited
MANAKSTEEL,INE824Q01011,Manaksia Steels Limited
MANALIPETC,INE201A01024,Manali Petrochemicals Limited
MANAPPURAM,INE522D01027,Manappuram Finance Limited
MANBA,INE939X01013,Manba Finance Limited
MANCREDIT,INE545L01039,Mangal Credit and Fincorp Limited
MANGALAM,INE584F01014,Mangalam Drugs And Organics Limited
MANGLMCEM,INE347A01017,Mangalam Cement Limited
MANINDS,INE993A01026,Man Industries (India) Limited
MANINFRA,INE949H01023,Man Infraconstruction Limited
MANIPALHOS,INE459N01021,Manipal Health Enterprises Limited
MANKIND,INE634S01028,Mankind Pharma Limited
MANOMAY,INE784W01015,Manomay Tex India Limited
MANORAMA,INE00VM01036,Manorama Industries Limited
MANORG,INE370D01013,Mangalam Organics Limited
MANUGRAPH,INE867A01022,Manugraph India Limited
MANYAVAR,INE825V01034,Vedant Fashions Limited
MAPMYINDIA,INE0BV301023,C.E. Info Systems Limited
MARALOVER,INE882A01013,Maral Overseas Limited
MARATHON,INE182D01020,Marathon Nextgen Realty Limited
MARICO,INE196A01026,Marico Limited
MARINE,INE01JE01028,Marine Electricals (India) Limited
MARKOLINES,INE0FW001016,Markolines Pavement Technologies Limited
MARKSANS,INE750C01026,Marksans Pharma Limited
MARSONS,INE415B01044,Marsons Limited
MARUTI,INE585B01010,Maruti Suzuki India Limited
MASFIN,INE348L01012,MAS Financial Services Limited
MASKINVEST,INE885F01015,Mask Investments Limited
MASTEK,INE759A01021,Mastek Limited
MASTERTR,INE677D01037,Master Trust Limited
MATRIMONY,INE866R01028,Matrimony.Com Limited
MAWANASUG,INE636A01039,Mawana Sugars Limited
MAXESTATES,INE03EI01018,Max Estates Limited
MAXHEALTH,INE027H01010,Max Healthcare Institute Limited
MAXIND,INE0CG601016,Max India Limited
MAYURUNIQ,INE040D01038,Mayur Uniquoters Ltd
MAZDA,INE885E01042,Mazda Limited
MAZDOCK,INE249Z01020,Mazagon Dock Shipbuilders Limited
MBAPL,INE900L01028,Madhya Bharat Agro Products Limited
MBECL,INE748A01024,Mcnally Bharat Engineering Company Limited
MBEL,INE08N601015,M & B Engineering Limited
MBLINFRA,INE912H01013,MBL Infrastructure Limited
MCCHRLS-B,INE435D01014,Mac Charles India Limited
MCL,INE813V01022,M TEK COPPER LIMITED
MCLEODRUSS,INE942G01012,Mcleod Russel India Limited
MCLOUD,INE613C01026,Magellanic Cloud Limited
MCX,INE745G01043,Multi Commodity Exchange of India Limited
MEDANTA,INE474Q01031,Global Health Limited
MEDIASSIST,INE456Z01021,Medi Assist Healthcare Services Limited
MEDICAMEQ,INE646B01010,Medicamen Biotech Limited
MEDICAPQ,INE442D01010,Medi Caps Limited
MEDICO,INE630Y01024,Medico Remedies Limited
MEDPLUS,INE804L01022,Medplus Health Services Limited
MEESHO,INE0VDM01015,Meesho Limited
MEGASTAR,INE00EM01016,Megastar Foods Limited
MEIL,INE0PKD01011,Mangal Electrical Industries Limited
MENNPIS,INE650G01029,Menon Pistons Limited
MENONBE,INE071D01033,Menon Bearings Limited
MEP,INE776I01010,MEP Infrastructure Developers Limited
MERCANTILE,INE689O01013,Mercantile Ventures Limited
MERCURYEV,INE763M01028,Mercury Ev-Tech Limited
METROBRAND,INE317I01021,Metro Brands Limited
METROGLOBL,INE085D01033,Metroglobal Limited
METROPOLIS,INE112L01020,Metropolis Healthcare Limited
MFML,INE0US801024,Mahalaxmi Fabric Mills Limited
MFSL,INE180A01020,Max Financial Services Limited
MGEL,INE0APB01032,Mangalam Global Enterprise Limited
MGL,INE002S01010,Mahanagar Gas Limited
MHLXMIRU,INE112D01035,Mahalaxmi Rubtech Limited
MHRIL,INE998I01010,Mahindra Holidays & Resorts India Limited
MICEL,INE287C01037,MIC Electronics Limited
MIDHANI,INE099Z01011,Mishra Dhatu Nigam Limited
MIDWESTLTD,INE0XAD01024,Midwest Limited
MIIL,INE898Q01015,Meghna Infracon Infrastructure Limited
MILKYMIST,INE00IT01020,Milky Mist Dairy Food Limited
MINALIND,INE097E01028,Minal Industries Limited
MINDACORP,INE842C01021,Minda Corporation Limited
MINDTECK,INE110B01017,Mindteck (India) Limited
MIRZAINT,INE771A01026,Mirza International Limited
MITCON,INE828O01033,MITCON Consultancy & Engineering Services Limited
MITTAL,INE997Y01027,Mittal Life Style Limited
MKEXIM,INE227F01010,M.K. Exim (India) Limited
MKPL,INE964W01021,M K Proteins Limited
MLKFOOD,INE588G01021,Milkfood Limited
MMFL,INE227C01017,MM Forgings Limited
MMP,INE511Y01018,MMP Industries Limited
MMTC,INE123F01029,MMTC Limited
MMWL,INE200D01020,Media Matrix Worldwide Limited
MOBIKWIK,INE0HLU01028,One Mobikwik Systems Limited
MODINATUR,INE537F01012,Modi Naturals Limited
MODIRUBBER,INE832A01018,Modi Rubber Limited
MODIS,INE0L0L01012,Modis Navnirman Limited
MODISONLTD,INE737D01021,MODISON LIMITED
MODTHREAD,INE794W01014,Modern Threads (India) Limited
MOHITE,INE154B01023,Mohite Industries Limited
MOHITIND,INE954E01012,Mohit Industries Limited
MOIL,INE490G01020,MOIL Limited
MOKSH,INE514Y01020,Moksh Ornaments Limited
MOL,INE0CT101020,Meghmani Organics Limited
MOLBIO,INE869T01028,Molbio Diagnostics Limited
MOLDTECH,INE835B01035,Mold-Tek Technologies Limited
MOLDTKPAC,INE893J01029,Mold-Tek Packaging Limited
MOMSBELIEF,INE1FCO01014,Rays of Belief Limited
MONARCH,INE903D01011,Monarch Networth Capital Limited
MONEYBOXX,INE296Q01012,Moneyboxx Finance Limited
MONTECARLO,INE950M01013,Monte Carlo Fashions Limited
MOREPENLAB,INE083A01026,Morepen Laboratories Limited
MOSCHIP,INE935B01025,Moschip Technologies Limited
MOTHERSON,INE775A01035,Samvardhana Motherson International Limited
MOTILALOFS,INE338I01027,Motilal Oswal Financial Services Limited
MOTISONS,INE0FRK01020,Motisons Jewellers Limited
MOTOGENFIN,INE861B01023,The Motor & General Finance Limited
MPDL,INE493H01014,MPDL Limited
MPHASIS,INE356A01018,MphasiS Limited
MPSLTD,INE943D01017,MPS Limited
MRF,INE883A01011,MRF Limited
MRPL,INE103A01014,Mangalore Refinery and Petrochemicals Limited
MSL,INE829S01016,Mangalam Seeds Limited
MSPL,INE752G01015,MSP Steel & Power Limited
MSTCLTD,INE255X01014,Mstc Limited
MSUMI,INE0FS801015,Motherson Sumi Wiring India Limited
MTARTECH,INE864I01014,Mtar Technologies Limited
MTEDUCARE,INE472M01018,MT Educare Limited
MTNL,INE153A01019,Mahanagar Telephone Nigam Limited
MUFIN,INE08KJ01020,Mufin Green Finance Limited
MUFTI,INE220Q01020,Credo Brands Marketing Limited
MUKANDLTD,INE304A01026,Mukand Limited
MUKESHB,INE596B01017,Mukesh Babu Financial Services Limited
MUKKA,INE0CG401037,Mukka Proteins Limited
MUKTAARTS,INE374B01019,Mukta Arts Limited
MUNJALAU,INE672B01032,Munjal Auto Industries Limited
MUNJALSHOW,INE577A01027,Munjal Showa Limited
MURUDCERA,INE692B01014,Murudeshwar Ceramics Limited
MUTHOOTCAP,INE296G01013,Muthoot Capital Services Limited
MUTHOOTFIN,INE414G01012,Muthoot Finance Limited
MUTHOOTMF,INE046W01019,Muthoot Microfin Limited
MVELECTRO,INE0OWZ01020,MV Electrosystems Limited
MVGJL,INE0KNT01012,Manoj Vaibhav Gems N Jewellers Limited
MWL,INE0JYY01029,Mangalam Worldwide Limited
MYSORPETRO,INE741A01011,Mysore Petro Chemicals Limited
NACLIND,INE295D01020,NACL Industries Limited
NAGREEKCAP,INE245I01016,Nagreeka Capital & Infrastructure Limited
NAGREEKEXP,INE123B01028,Nagreeka Exports Limited
NAHARCAP,INE049I01012,Nahar Capital and Financial Services Limited
NAHARINDUS,INE289A01011,Nahar Industrial Enterprises Limited
NAHARPOLY,INE308A01027,Nahar Poly Films Limited
NAHARSPING,INE290A01027,Nahar Spinning Mills Limited
NAM-INDIA,INE298J01013,Nippon Life India Asset Management Limited
NARMADA,INE117Z01029,Narmada Agrobase Limited
NATCAPSUQ,INE936B01015,Natural Capsules Limited
